210.34	1.29e-20
210.81	0.00e+00
211.28	0.00e+00
211.75	0.00e+00
212.22	0.00e+00
212.69	0.00e+00
213.16	0.00e+00
213.63	0.00e+00
214.10	0.00e+00
214.57	1.11e-19
215.04	1.82e-19
215.50	1.70e-19
215.97	0.00e+00
216.44	0.00e+00
216.91	0.00e+00
217.38	0.00e+00
217.85	0.00e+00
218.32	0.00e+00
218.79	0.00e+00
219.26	0.00e+00
219.73	0.00e+00
220.20	0.00e+00
220.67	0.00e+00
221.14	0.00e+00
221.60	0.00e+00
222.07	0.00e+00
222.54	0.00e+00
223.01	0.00e+00
223.48	0.00e+00
223.95	0.00e+00
224.42	0.00e+00
224.89	0.00e+00
225.36	1.64e-20
225.82	1.15e-19
226.29	1.59e-19
226.76	1.56e-19
227.23	0.00e+00
227.70	0.00e+00
228.17	0.00e+00
228.64	0.00e+00
229.11	0.00e+00
229.57	0.00e+00
230.04	0.00e+00
230.51	0.00e+00
230.98	0.00e+00
231.45	0.00e+00
231.92	0.00e+00
232.39	0.00e+00
232.85	0.00e+00
233.32	0.00e+00
233.79	0.00e+00
234.26	0.00e+00
234.73	0.00e+00
235.19	0.00e+00
235.66	0.00e+00
236.13	0.00e+00
236.60	0.00e+00
237.07	0.00e+00
237.54	0.00e+00
238.00	0.00e+00
238.47	0.00e+00
238.94	0.00e+00
239.41	0.00e+00
239.88	0.00e+00
240.34	0.00e+00
240.81	0.00e+00
241.28	0.00e+00
241.75	0.00e+00
242.22	0.00e+00
242.68	0.00e+00
243.15	0.00e+00
243.62	0.00e+00
244.09	0.00e+00
244.55	0.00e+00
245.02	0.00e+00
245.49	0.00e+00
245.96	0.00e+00
246.42	0.00e+00
246.89	0.00e+00
247.36	0.00e+00
247.83	0.00e+00
248.29	0.00e+00
248.76	0.00e+00
249.23	0.00e+00
249.70	0.00e+00
250.16	0.00e+00
250.63	0.00e+00
251.10	0.00e+00
251.57	0.00e+00
252.03	0.00e+00
252.50	0.00e+00
252.97	0.00e+00
253.43	0.00e+00
253.90	0.00e+00
254.37	0.00e+00
254.84	0.00e+00
255.30	0.00e+00
255.77	0.00e+00
256.24	0.00e+00
256.70	0.00e+00
257.17	0.00e+00
257.64	0.00e+00
258.10	0.00e+00
258.57	0.00e+00
259.04	0.00e+00
259.51	0.00e+00
259.97	0.00e+00
260.44	0.00e+00
260.91	0.00e+00
261.37	0.00e+00
261.84	0.00e+00
262.31	0.00e+00
262.77	0.00e+00
263.24	0.00e+00
263.71	0.00e+00
264.17	0.00e+00
264.64	0.00e+00
265.10	0.00e+00
265.57	0.00e+00
266.04	0.00e+00
266.50	0.00e+00
266.97	0.00e+00
267.44	0.00e+00
267.90	0.00e+00
268.37	0.00e+00
268.84	0.00e+00
269.30	0.00e+00
269.77	0.00e+00
270.23	0.00e+00
270.70	0.00e+00
271.17	0.00e+00
271.63	0.00e+00
272.10	0.00e+00
272.56	0.00e+00
273.03	0.00e+00
273.50	0.00e+00
273.96	0.00e+00
274.43	0.00e+00
274.89	0.00e+00
275.36	0.00e+00
275.83	0.00e+00
276.29	0.00e+00
276.76	0.00e+00
277.22	0.00e+00
277.69	0.00e+00
278.15	0.00e+00
278.62	0.00e+00
279.09	0.00e+00
279.55	0.00e+00
280.02	0.00e+00
280.48	0.00e+00
280.95	0.00e+00
281.41	0.00e+00
281.88	0.00e+00
282.34	0.00e+00
282.81	0.00e+00
283.28	0.00e+00
283.74	0.00e+00
284.21	0.00e+00
284.67	0.00e+00
285.14	0.00e+00
285.60	0.00e+00
286.07	0.00e+00
286.53	0.00e+00
287.00	0.00e+00
287.46	0.00e+00
287.93	0.00e+00
288.39	0.00e+00
288.86	0.00e+00
289.32	0.00e+00
289.79	0.00e+00
290.25	0.00e+00
290.72	0.00e+00
291.18	0.00e+00
291.65	0.00e+00
292.11	0.00e+00
292.58	0.00e+00
293.04	0.00e+00
293.51	0.00e+00
293.97	0.00e+00
294.44	0.00e+00
294.90	0.00e+00
295.37	0.00e+00
295.83	0.00e+00
296.30	0.00e+00
296.76	0.00e+00
297.22	0.00e+00
297.69	0.00e+00
298.15	0.00e+00
298.62	0.00e+00
299.08	0.00e+00
299.55	0.00e+00
300.01	0.00e+00
300.48	0.00e+00
300.94	0.00e+00
301.40	0.00e+00
301.87	0.00e+00
302.33	0.00e+00
302.80	0.00e+00
303.26	0.00e+00
303.73	0.00e+00
304.19	0.00e+00
304.65	0.00e+00
305.12	0.00e+00
305.58	0.00e+00
306.05	0.00e+00
306.51	0.00e+00
306.97	0.00e+00
307.44	0.00e+00
307.90	0.00e+00
308.37	0.00e+00
308.83	0.00e+00
309.29	0.00e+00
309.76	0.00e+00
310.22	0.00e+00
310.68	0.00e+00
311.15	0.00e+00
311.61	0.00e+00
312.08	0.00e+00
312.54	0.00e+00
313.00	0.00e+00
313.47	0.00e+00
313.93	0.00e+00
314.39	0.00e+00
314.86	0.00e+00
315.32	0.00e+00
315.78	0.00e+00
316.25	0.00e+00
316.71	0.00e+00
317.17	0.00e+00
317.64	0.00e+00
318.10	0.00e+00
318.56	0.00e+00
319.03	0.00e+00
319.49	0.00e+00
319.95	0.00e+00
320.42	0.00e+00
320.88	0.00e+00
321.34	0.00e+00
321.81	0.00e+00
322.27	0.00e+00
322.73	0.00e+00
323.20	0.00e+00
323.66	0.00e+00
324.12	0.00e+00
324.58	0.00e+00
325.05	0.00e+00
325.51	0.00e+00
325.97	0.00e+00
326.44	0.00e+00
326.90	0.00e+00
327.36	0.00e+00
327.82	0.00e+00
328.29	0.00e+00
328.75	0.00e+00
329.21	0.00e+00
329.67	0.00e+00
330.14	0.00e+00
330.60	0.00e+00
331.06	0.00e+00
331.52	0.00e+00
331.99	0.00e+00
332.45	0.00e+00
332.91	0.00e+00
333.37	0.00e+00
333.84	0.00e+00
334.30	0.00e+00
334.76	0.00e+00
335.22	0.00e+00
335.69	0.00e+00
336.15	0.00e+00
336.61	0.00e+00
337.07	0.00e+00
337.53	0.00e+00
338.00	0.00e+00
338.46	0.00e+00
338.92	0.00e+00
339.38	0.00e+00
339.84	0.00e+00
340.31	0.00e+00
340.77	0.00e+00
341.23	0.00e+00
341.69	0.00e+00
342.15	0.00e+00
342.62	0.00e+00
343.08	0.00e+00
343.54	0.00e+00
344.00	0.00e+00
344.46	0.00e+00
344.92	0.00e+00
345.39	0.00e+00
345.85	0.00e+00
346.31	0.00e+00
346.77	0.00e+00
347.23	0.00e+00
347.69	0.00e+00
348.16	0.00e+00
348.62	0.00e+00
349.08	0.00e+00
349.54	0.00e+00
350.00	0.00e+00
350.46	0.00e+00
350.92	0.00e+00
351.39	0.00e+00
351.85	0.00e+00
352.31	0.00e+00
352.77	0.00e+00
353.23	0.00e+00
353.69	0.00e+00
354.15	0.00e+00
354.61	0.00e+00
355.08	0.00e+00
355.54	0.00e+00
356.00	0.00e+00
356.46	0.00e+00
356.92	0.00e+00
357.38	0.00e+00
357.84	0.00e+00
358.30	0.00e+00
358.76	0.00e+00
359.22	0.00e+00
359.68	0.00e+00
360.15	0.00e+00
360.61	0.00e+00
361.07	0.00e+00
361.53	0.00e+00
361.99	0.00e+00
362.45	0.00e+00
362.91	0.00e+00
363.37	0.00e+00
363.83	0.00e+00
364.29	0.00e+00
364.75	0.00e+00
365.21	0.00e+00
365.67	0.00e+00
366.13	0.00e+00
366.59	0.00e+00
367.05	0.00e+00
367.51	0.00e+00
367.97	0.00e+00
368.43	0.00e+00
368.90	0.00e+00
369.36	0.00e+00
369.82	0.00e+00
370.28	0.00e+00
370.74	0.00e+00
371.20	0.00e+00
371.66	0.00e+00
372.12	0.00e+00
372.58	0.00e+00
373.04	0.00e+00
373.50	0.00e+00
373.96	0.00e+00
374.42	0.00e+00
374.88	0.00e+00
375.34	0.00e+00
375.80	0.00e+00
376.26	0.00e+00
376.72	0.00e+00
377.18	0.00e+00
377.63	0.00e+00
378.09	0.00e+00
378.55	0.00e+00
379.01	0.00e+00
379.47	0.00e+00
379.93	0.00e+00
380.39	0.00e+00
380.85	0.00e+00
381.31	0.00e+00
381.77	0.00e+00
